matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp,id
3,3,270,3.0,5,7,2,2,1,0,0,0,0,0,0,18,EL,60713cb3
8,8,706,7.8,10,24,15,4,1,3,4,1,1,0,0,18,EL,625c144a
4,4,360,4.0,3,13,10,1,2,1,1,0,0,0,0,18,EL,6503ae16
4,4,360,4.0,6,24,18,1,1,2,1,1,1,0,0,18,EL,6bfaecc4
2,2,180,2.0,3,8,6,1,0,1,0,0,0,0,0,18,EL,6c228bb6
6,6,540,6.0,20,36,15,0,1,5,0,3,2,1,0,18,EL,6cd38213
2,2,180,2.0,2,5,3,0,1,1,1,0,0,0,0,18,EL,6e905b8d
1,1,90,1.0,0,0,0,0,1,0,1,0,0,0,0,18,EL,705f5269
3,3,270,3.0,3,12,9,2,1,0,1,0,0,0,0,18,EL,71672fa0
8,8,750,8.3,7,27,21,4,0,4,3,0,0,0,0,18,EL,76806215
5,5,450,5.0,11,30,19,0,3,2,0,2,2,0,0,18,EL,7750462c
6,6,570,6.3,8,25,17,3,1,2,2,0,0,0,0,18,EL,79b0d6a0
10,10,900,10.0,9,39,29,6,1,3,3,2,1,1,0,18,EL,82b1198a
2,2,180,2.0,1,8,7,1,1,0,1,0,0,0,0,18,EL,87c7c2b1
8,8,720,8.0,13,45,32,3,2,3,3,1,1,0,0,18,EL,88b748d2
4,4,360,4.0,6,16,11,1,0,3,0,1,1,0,0,18,EL,8a2248b4
8,8,720,8.0,7,34,26,4,2,2,2,2,1,1,0,18,EL,8a6ab963
4,4,360,4.0,9,23,14,1,0,3,1,0,0,0,0,18,EL,8b3fd3af
10,10,900,10.0,13,47,34,4,2,4,3,1,1,0,0,18,EL,9109185e
8,8,720,8.0,8,39,32,4,2,2,3,0,0,0,0,18,EL,92c62328
4,4,360,4.0,5,21,16,2,0,2,1,0,0,0,0,18,EL,950ff24d
1,1,90,1.0,1,4,3,1,0,0,0,0,0,0,0,18,EL,972d595a
6,6,540,6.0,10,33,23,1,2,3,1,1,1,0,0,18,EL,9d0f626a
4,4,360,4.0,5,15,10,1,2,1,1,1,1,0,0,18,EL,9d12e142
2,2,180,2.0,4,14,10,0,0,2,0,0,0,0,0,18,EL,9f0ea33f
7,7,573,6.4,6,27,21,3,2,2,3,1,1,0,0,18,EL,a3b0ed18
1,1,90,1.0,0,2,2,1,0,0,1,0,0,0,0,18,EL,a4bd9edd
6,6,540,6.0,4,26,22,2,3,1,3,0,0,0,0,18,EL,a565da59
4,4,360,4.0,5,17,12,3,1,0,1,0,0,0,0,18,EL,a9a3b55d
6,6,540,6.0,6,24,18,3,2,1,2,0,0,0,0,18,EL,aad4f74f
4,4,360,4.0,6,18,12,2,1,1,0,0,0,0,0,18,EL,b583aef5
4,4,360,4.0,4,10,6,1,1,2,2,3,3,0,0,18,EL,bb25c778
6,6,540,6.0,10,29,20,3,1,2,1,0,0,0,0,18,EL,bcb2ccd8
8,8,720,8.0,12,37,25,2,2,3,1,2,2,0,0,18,EL,c089980e
2,2,180,2.0,1,4,3,2,0,0,1,0,0,0,0,18,EL,c0b1a6da
2,2,180,2.0,1,4,3,0,2,0,1,0,0,0,0,18,EL,c2e41cfb
1,1,90,1.0,1,2,1,0,1,0,0,0,0,0,0,18,EL,cd59b9df
2,2,180,2.0,5,16,10,1,0,1,1,1,0,1,0,18,EL,cda0b317
4,4,360,4.0,5,16,12,1,1,2,1,0,0,0,0,18,EL,d0c41b99
5,5,450,5.0,5,19,14,1,4,0,2,0,0,0,0,18,EL,d3149135
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,18,EL,da1c9094
1,0,14,0.2,0,1,1,0,0,0,0,0,0,0,0,18,EL,dc4511f3
2,2,180,2.0,3,8,5,1,0,1,1,0,0,0,0,18,EL,e358587b
4,4,360,4.0,6,15,9,2,1,1,1,1,1,0,0,18,EL,e66a1ad7
2,2,180,2.0,3,6,3,1,0,1,1,0,0,0,0,18,EL,e704919e
6,6,540,6.0,6,23,17,2,2,2,4,1,0,0,1,18,EL,e7ee38c3
1,0,57,0.6,2,7,5,0,0,0,0,0,0,0,0,18,EL,e8ce5a3e
3,3,270,3.0,5,7,2,0,2,1,0,0,0,0,0,18,EL,e961d3ac
3,3,270,3.0,4,16,12,2,0,1,1,0,0,0,0,18,EL,eb2b33aa
8,8,720,8.0,8,32,24,4,3,1,2,0,0,0,0,18,EL,ee833569
6,6,540,6.0,2,24,22,4,1,1,4,0,0,0,0,18,EL,ee8508c0
8,8,720,8.0,11,42,32,4,1,3,1,1,1,0,0,18,EL,ef3909cd
10,10,900,10.0,8,36,28,6,2,2,4,0,0,0,0,18,EL,f00de885
10,10,930,10.3,12,45,32,6,1,3,3,2,1,1,0,18,EL,f4eb377b
5,5,450,5.0,7,19,12,0,3,2,0,0,0,0,0,18,EL,f7b10c66
1,1,90,1.0,2,2,0,0,0,1,0,0,0,0,0,18,EL,fb5eb6e0
3,3,270,3.0,4,10,6,0,1,2,0,0,0,0,0,18,EL,fcd24f5f
1,1,90,1.0,3,8,5,0,0,1,0,0,0,0,0,18,EL,fefce889
6,6,570,6.3,6,19,13,3,1,2,2,1,1,0,0,19,EL,03df04ff
4,4,360,4.0,4,10,6,2,1,1,2,0,0,0,0,19,EL,0538066d
6,6,540,6.0,8,27,19,1,2,3,1,1,1,0,0,19,EL,088e6424
1,1,90,1.0,1,5,4,0,1,0,0,0,0,0,0,19,EL,08a2c314
1,1,90,1.0,2,5,3,0,0,1,0,0,0,0,0,19,EL,0a86fd8b
10,10,900,10.0,12,34,22,8,0,2,3,1,0,1,0,19,EL,0be3255b
1,1,90,1.0,0,2,2,0,1,0,1,0,0,0,0,19,EL,0ef05b3e
2,2,180,2.0,6,9,3,1,0,1,1,1,1,0,0,19,EL,0f276764
8,8,720,8.0,12,39,28,4,0,4,3,0,0,0,0,19,EL,110a95ca
12,12,1110,12.3,14,34,21,5,3,4,5,1,1,0,0,19,EL,179d2851
6,6,540,6.0,7,21,15,2,1,3,3,0,0,0,0,19,EL,1c0ddebb
1,1,90,1.0,3,4,1,0,0,1,0,0,0,0,0,19,EL,1d2d5cc8
9,9,810,9.0,16,46,30,4,3,2,2,0,0,0,0,19,EL,1e064bfb
1,1,90,1.0,1,6,5,0,1,0,0,0,0,0,0,19,EL,1e101451
6,6,540,6.0,9,31,22,3,1,2,2,1,1,0,0,19,EL,1e9bde92
2,2,180,2.0,2,5,3,1,1,0,0,0,0,0,0,19,EL,20b9f052
3,3,270,3.0,2,10,8,1,1,1,1,0,0,0,0,19,EL,22db7a5e
6,6,540,6.0,6,19,12,2,1,3,2,1,0,1,0,19,EL,2434f24a
3,3,270,3.0,2,7,5,3,0,0,2,0,0,0,0,19,EL,2628fd2b
3,3,270,3.0,4,6,2,1,0,2,1,0,0,0,0,19,EL,26383ea5
13,13,1200,13.3,8,25,17,11,2,0,7,0,0,0,0,19,EL,28d596a0
2,1,116,1.3,2,5,3,0,0,1,0,0,0,0,0,19,EL,2fabebc0
12,12,1080,12.0,13,40,26,5,5,2,5,2,1,1,0,19,EL,307fcd26
5,5,450,5.0,4,16,12,1,1,3,1,1,0,0,1,19,EL,314c2af0
5,5,450,5.0,10,23,14,2,0,3,0,1,1,0,0,19,EL,32e7ce92
4,4,360,4.0,5,15,10,2,0,2,0,0,0,0,0,19,EL,339fe0e8
1,1,90,1.0,3,3,0,0,0,1,0,0,0,0,0,19,EL,3470f44e
2,2,180,2.0,6,10,4,0,1,1,0,1,1,0,0,19,EL,34c3b935
8,8,720,8.0,14,29,16,3,1,4,3,2,2,0,0,19,EL,387750b7
8,8,688,7.6,10,30,20,3,3,2,3,0,0,0,0,19,EL,38cd5b8f
4,4,360,4.0,7,12,5,0,0,4,0,0,0,0,0,19,EL,38d14822
2,2,180,2.0,5,11,5,1,0,1,0,1,0,1,0,19,EL,3f65d5ce
6,6,540,6.0,12,25,14,1,0,5,0,1,1,0,0,19,EL,4c5039bd
1,1,90,1.0,2,5,3,0,0,1,0,0,0,0,0,19,EL,50310821
1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,19,EL,5512b1a9
8,8,720,8.0,10,29,18,3,2,3,4,1,0,1,0,19,EL,5640992b
2,2,180,2.0,3,11,8,0,0,2,0,0,0,0,0,19,EL,56901a62
10,10,930,10.3,8,32,24,6,2,2,5,0,0,0,0,19,EL,58f077c0
6,6,540,6.0,14,53,40,0,1,5,0,1,1,0,0,19,EL,5e91ddf8
7,7,630,7.0,10,33,23,3,0,4,2,0,0,0,0,19,EL,6115fddd
6,6,540,6.0,13,28,15,1,2,3,0,0,0,0,0,19,EL,61911828
1,1,90,1.0,1,1,0,0,1,0,0,0,0,0,0,19,EL,6503ae16
5,5,450,5.0,6,21,15,0,3,2,1,1,1,0,0,19,EL,6bfaecc4
5,5,450,5.0,10,25,17,1,2,2,1,1,1,0,0,19,EL,6f4e1c93
11,11,990,11.0,11,34,24,7,1,3,6,1,1,0,0,19,EL,71672fa0
4,4,360,4.0,1,17,16,2,1,1,3,0,0,0,0,19,EL,74419746
5,5,450,5.0,3,15,12,3,1,1,2,0,0,0,0,19,EL,74733221
4,4,360,4.0,10,18,10,0,1,3,0,0,0,0,0,19,EL,76806215
5,5,450,5.0,7,20,13,2,1,2,1,1,1,0,0,19,EL,7750462c
4,4,360,4.0,11,23,13,0,1,3,1,2,2,0,0,19,EL,7847ad0c
1,1,90,1.0,0,0,0,1,0,0,1,0,0,0,0,19,EL,7956236f
2,2,180,2.0,3,11,8,0,0,2,0,0,0,0,0,19,EL,7a8779f3
10,10,885,9.8,12,29,17,6,1,3,4,2,1,0,1,19,EL,7b456af7
1,1,90,1.0,1,2,1,0,1,0,0,0,0,0,0,19,EL,7f66ea09
2,2,180,2.0,4,11,7,0,0,2,0,0,0,0,0,19,EL,85b4255f
2,2,180,2.0,3,4,1,0,0,2,0,0,0,0,0,19,EL,88b5445c
6,6,540,6.0,7,23,16,2,2,2,1,1,0,1,0,19,EL,88b748d2
9,9,784,8.7,10,47,37,4,2,3,2,1,1,0,0,19,EL,8a6ab963
1,1,90,1.0,0,4,4,0,1,0,1,0,0,0,0,19,EL,8ae07c1c
7,7,630,7.0,9,35,25,3,1,3,1,1,0,1,0,19,EL,903b6e8b
6,6,540,6.0,7,26,20,3,0,3,2,1,1,0,0,19,EL,9413b19f
1,1,90,1.0,3,9,7,0,0,1,0,0,0,0,0,19,EL,9bc78273
8,8,720,8.0,11,36,25,2,3,3,2,0,0,0,0,19,EL,a04e2dd2
1,1,90,1.0,1,2,1,0,1,0,0,0,0,0,0,19,EL,a165a577
2,2,180,2.0,2,3,2,1,1,0,1,0,0,0,0,19,EL,a179d516
2,2,180,2.0,2,9,7,0,1,1,1,1,1,0,0,19,EL,a2abe631
5,5,450,5.0,7,25,18,0,2,3,1,1,1,0,0,19,EL,a3d524cb
2,2,180,2.0,1,6,5,2,0,0,1,0,0,0,0,19,EL,a70b8345
1,0,32,0.4,2,4,2,0,0,0,0,0,0,0,0,19,EL,a98a9189
8,8,720,8.0,10,31,21,5,1,2,3,1,1,0,0,19,EL,a9dc785c
6,6,540,6.0,8,21,13,3,2,1,2,0,0,0,0,19,EL,ad3389d5
6,6,540,6.0,8,20,12,3,0,3,2,1,1,0,0,19,EL,b15780e3
4,4,360,4.0,4,16,13,2,1,1,2,1,1,0,0,19,EL,b8798a46
5,5,450,5.0,10,24,14,1,0,4,1,2,2,0,0,19,EL,bea81d41
1,1,90,1.0,5,8,3,0,0,1,0,1,1,0,0,19,EL,c52b28d0
4,4,360,4.0,9,17,8,1,0,3,0,0,0,0,0,19,EL,c8a88acd
2,2,180,2.0,4,11,7,1,0,1,0,0,0,0,0,19,EL,cd1b2304
6,6,540,6.0,6,23,18,2,3,1,4,1,1,0,0,19,EL,cda0b317
12,12,1110,12.3,13,57,43,7,4,1,4,4,3,1,0,19,EL,ce17b5eb
5,5,450,5.0,6,19,13,2,2,1,0,0,0,0,0,19,EL,d97b252e
6,6,540,6.0,8,20,12,2,1,3,1,0,0,0,0,19,EL,dc29b608
7,7,630,7.0,12,37,25,4,1,2,1,0,0,0,0,19,EL,dc366c36
5,5,450,5.0,7,26,19,1,2,2,1,1,1,0,0,19,EL,dc4511f3
1,1,90,1.0,3,3,0,0,0,1,0,1,1,0,0,19,EL,e0238966
6,6,540,6.0,9,18,10,3,1,2,1,1,1,0,0,19,EL,e358587b
4,4,360,4.0,12,35,26,0,1,3,1,0,0,0,0,19,EL,e65dd8dc
1,1,90,1.0,1,5,4,0,0,1,0,0,0,0,0,19,EL,eb2b33aa
6,6,540,6.0,8,21,14,1,3,2,2,0,0,0,0,19,EL,f3a97d02
1,1,90,1.0,1,4,3,1,0,0,0,0,0,0,0,19,EL,f70e46e6
2,2,180,2.0,5,16,12,0,1,1,0,0,0,0,0,20,EL,03df04ff
6,6,540,6.0,18,50,32,1,1,4,0,3,3,0,0,20,EL,068830ca
1,1,90,1.0,1,5,4,0,0,1,0,1,1,0,0,20,EL,110338ae
3,3,270,3.0,7,12,5,1,0,2,0,0,0,0,0,20,EL,113fb4ea
8,8,720,8.0,5,33,28,4,2,2,4,1,0,0,1,20,EL,1858bbf7
4,4,360,4.0,8,17,10,1,0,3,0,0,0,0,0,20,EL,1c98558c
8,8,720,8.0,9,24,16,3,4,1,1,0,0,0,0,20,EL,1caa93a5
1,1,90,1.0,0,2,2,1,0,0,1,0,0,0,0,20,EL,1e064bfb
9,9,840,9.3,2,13,11,8,1,0,7,0,0,0,0,20,EL,1e26e376
8,7,659,7.3,7,28,22,3,2,2,3,1,1,0,0,20,EL,20b9f052
6,6,540,6.0,10,25,15,0,3,3,0,2,2,0,0,20,EL,213cd822
4,4,360,4.0,4,14,10,1,1,2,1,3,2,0,1,20,EL,22a94b80
5,5,393,4.4,5,23,19,3,0,2,2,0,0,0,0,20,EL,22db7a5e
2,2,210,2.3,2,6,4,1,0,1,1,0,0,0,0,20,EL,2628fd2b
2,2,180,2.0,6,15,9,0,1,1,0,0,0,0,0,20,EL,27d902c8
2,2,180,2.0,2,9,7,0,1,1,0,0,0,0,0,20,EL,28a65a2c
1,1,90,1.0,2,4,2,0,0,1,0,0,0,0,0,20,EL,2bea06e0
6,6,540,6.0,13,36,24,1,1,4,0,4,3,1,0,20,EL,30061f53
2,2,151,1.7,2,6,5,0,2,0,0,0,0,0,0,20,EL,30223b33
1,1,90,1.0,1,2,1,0,1,0,0,0,0,0,0,20,EL,30263816
1,1,90,1.0,1,5,4,0,1,0,0,0,0,0,0,20,EL,31e3ab68
5,5,450,5.0,11,25,14,1,0,4,0,0,0,0,0,20,EL,32e7ce92
4,3,354,3.9,7,21,14,2,0,1,1,3,3,0,0,20,EL,3318286e
4,4,274,3.0,6,14,8,0,1,3,0,1,1,0,0,20,EL,33887998
4,4,360,4.0,7,12,5,1,0,3,0,1,1,0,0,20,EL,339fe0e8
6,6,540,6.0,11,28,17,4,1,1,1,2,1,0,1,20,EL,34c3b935
4,4,360,4.0,4,14,10,3,0,1,3,2,1,0,1,20,EL,3acadb7f
8,8,720,8.0,11,29,18,2,4,2,3,3,3,0,0,20,EL,3d214e5f
6,6,540,6.0,7,27,20,1,4,1,2,0,0,0,0,20,EL,4030c7ae
6,6,540,6.0,9,25,16,2,2,2,1,0,0,0,0,20,EL,420c18a1
5,5,450,5.0,9,23,14,0,2,3,1,1,1,0,0,20,EL,42ec696a
2,2,180,2.0,5,9,4,0,1,1,0,1,1,0,0,20,EL,4b1793b0
7,7,630,7.0,11,36,24,3,1,3,2,1,0,1,0,20,EL,4f8ce0e1
7,7,630,7.0,13,42,29,1,2,4,1,2,2,0,0,20,EL,55bd7d45
1,1,90,1.0,1,3,2,0,1,0,0,0,0,0,0,20,EL,595ccab1
1,0,65,0.7,6,13,7,0,0,0,0,2,2,0,0,20,EL,5bfb7572
5,5,450,5.0,10,26,17,0,0,5,0,0,0,0,0,20,EL,5e91ddf8
1,1,90,1.0,0,4,4,1,0,0,1,0,0,0,0,20,EL,6bd05d38
1,1,90,1.0,1,5,4,1,0,0,0,0,0,0,0,20,EL,6bfaecc4
5,5,450,5.0,4,10,6,0,2,3,2,1,1,0,0,20,EL,6e240751
10,10,900,10.0,12,34,22,5,2,3,4,2,2,0,0,20,EL,6fe5c35b
5,5,450,5.0,3,15,12,3,2,0,3,2,1,1,0,20,EL,73683fa9
1,0,83,0.9,1,3,2,0,0,0,0,0,0,0,0,20,EL,741275f5
4,4,360,4.0,4,10,7,3,0,1,2,1,0,0,1,20,EL,74419746
2,2,180,2.0,1,3,2,1,0,1,1,0,0,0,0,20,EL,74733221
6,6,540,6.0,7,26,19,3,2,1,2,0,0,0,0,20,EL,7956236f
10,10,900,10.0,10,34,24,5,2,3,4,1,1,0,0,20,EL,79b0d6a0
3,3,270,3.0,4,17,13,1,2,0,0,0,0,0,0,20,EL,79c536d7
2,2,180,2.0,1,2,1,1,1,0,1,1,1,0,0,20,EL,7b456af7
5,5,450,5.0,10,19,10,1,1,3,0,0,0,0,0,20,EL,7b4de647
2,2,180,2.0,2,7,5,0,1,1,1,0,0,0,0,20,EL,7ba6d84e
3,3,270,3.0,6,11,5,1,2,0,0,1,0,1,0,20,EL,81b906e7
8,8,720,8.0,14,33,19,3,1,4,0,2,2,0,0,20,EL,853b7c48
1,1,90,1.0,1,4,3,0,0,1,0,1,1,0,0,20,EL,8870154f
6,6,475,5.3,13,38,25,1,0,5,0,0,0,0,0,20,EL,88b748d2
5,5,450,5.0,4,11,7,3,0,2,2,0,0,0,0,20,EL,8d957256
4,4,360,4.0,4,8,5,2,0,2,2,0,0,0,0,20,EL,8f8c6934
3,3,300,3.3,3,11,8,1,1,1,0,0,0,0,0,20,EL,903b6e8b
1,1,90,1.0,1,4,3,1,0,0,0,0,0,0,0,20,EL,911680d8
3,3,270,3.0,6,15,10,0,0,3,0,0,0,0,0,20,EL,94b3ccdb
1,0,21,0.2,1,1,0,0,0,0,0,0,0,0,0,20,EL,98b94ef4
1,1,90,1.0,2,4,3,0,0,1,0,0,0,0,0,20,EL,9dab6e3b
3,3,270,3.0,6,17,11,1,0,2,1,0,0,0,0,20,EL,9fa26bc2
8,8,720,8.0,11,32,23,3,2,3,2,0,0,0,0,20,EL,a04e2dd2
11,11,1020,11.3,8,45,37,4,4,3,3,4,3,1,0,20,EL,a56bd2ee
5,5,450,5.0,7,20,13,3,0,2,1,0,0,0,0,20,EL,a70b8345
5,5,450,5.0,5,18,13,4,0,1,1,0,0,0,0,20,EL,ad3389d5
1,1,90,1.0,2,7,5,0,0,1,0,0,0,0,0,20,EL,b15780e3
10,10,930,10.3,16,50,35,5,1,4,3,2,2,0,0,20,EL,b583aef5
3,3,270,3.0,4,11,7,2,0,1,1,0,0,0,0,20,EL,b8798a46
1,1,90,1.0,4,7,3,0,0,1,0,0,0,0,0,20,EL,bd3e08b6
6,6,519,5.8,9,19,10,2,2,2,0,1,1,0,0,20,EL,c089980e
7,7,630,7.0,8,28,19,4,2,1,1,2,1,1,0,20,EL,c3e39f12
7,7,630,7.0,4,21,17,5,1,1,4,2,2,0,0,20,EL,c631f952
5,5,450,5.0,7,13,6,2,2,1,1,0,0,0,0,20,EL,c89e8aae
2,2,180,2.0,2,10,8,1,0,1,1,0,0,0,0,20,EL,c8a88acd
4,4,360,4.0,6,8,4,0,3,1,1,0,0,0,0,20,EL,cac76a72
3,3,270,3.0,6,19,13,1,1,1,1,1,1,0,0,20,EL,cc1a0c57
5,5,450,5.0,10,27,17,1,1,3,0,1,1,0,0,20,EL,ce17b5eb
2,2,180,2.0,1,4,3,2,0,0,1,0,0,0,0,20,EL,cf1c23d8
2,2,180,2.0,6,14,8,0,1,1,0,1,1,0,0,20,EL,d436eb94
3,3,270,3.0,7,20,14,1,0,2,1,0,0,0,0,20,EL,d97b252e
1,1,90,1.0,0,0,0,1,0,0,1,0,0,0,0,20,EL,da8b19e2
5,5,450,5.0,6,20,13,3,0,2,2,2,1,1,0,20,EL,db401046
2,2,180,2.0,2,6,4,0,2,0,0,1,1,0,0,20,EL,e961d3ac
1,1,90,1.0,1,1,0,1,0,0,0,0,0,0,0,20,EL,e9c0c1b2
5,5,450,5.0,7,17,10,0,4,1,1,0,0,0,0,20,EL,eb2b33aa
4,4,360,4.0,5,20,14,2,0,2,1,2,0,1,1,20,EL,ef3909cd
2,2,180,2.0,5,8,4,0,1,1,0,0,0,0,0,20,EL,f352799f
10,10,900,10.0,12,33,22,4,3,3,3,1,1,0,0,20,EL,f3a97d02
6,6,540,6.0,8,34,26,1,2,3,1,2,2,0,0,20,EL,f42e9f3f
3,3,270,3.0,5,10,5,0,1,2,0,0,0,0,0,20,EL,f63a8347
10,10,900,10.0,6,31,24,8,1,1,6,3,2,1,0,20,EL,f6798fc3
6,6,540,6.0,7,29,22,2,2,2,1,1,1,0,0,20,EL,f7b10c66
1,1,90,1.0,2,6,4,1,0,0,0,0,0,0,0,20,EL,fd834d1d
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,21,EL,011d8c56
4,4,360,4.0,5,15,11,3,1,0,2,0,0,0,0,21,EL,03df04ff
4,4,360,4.0,7,16,9,2,1,1,0,4,3,0,1,21,EL,05bffdb1
8,8,720,8.0,12,32,20,2,4,2,0,2,2,0,0,21,EL,08f5afaa
1,1,90,1.0,2,3,1,1,0,0,0,0,0,0,0,21,EL,10161491
2,2,180,2.0,5,16,11,0,0,2,0,1,1,0,0,21,EL,11c7fa75
4,4,360,4.0,8,21,13,2,0,2,1,1,1,0,0,21,EL,11f5df14
12,12,1054,11.7,16,32,16,6,3,3,4,1,1,0,0,21,EL,179d2851
12,12,1017,11.3,7,42,35,9,2,1,5,2,1,1,0,21,EL,20b9f052
10,10,900,10.0,10,31,21,5,3,2,2,1,1,0,0,21,EL,2628fd2b
2,2,180,2.0,4,8,3,0,0,2,0,2,1,1,0,21,EL,27d902c8
2,1,153,1.7,7,14,7,1,0,0,0,1,1,0,0,21,EL,30223b33
5,5,450,5.0,15,34,19,0,0,5,0,1,1,0,0,21,EL,32f7976d
7,7,630,7.0,8,24,16,1,4,2,3,0,0,0,0,21,EL,374ee424
2,2,180,2.0,6,15,9,0,0,2,0,0,0,0,0,21,EL,387750b7
1,1,90,1.0,0,2,2,1,0,0,1,0,0,0,0,21,EL,3b0108d6
6,6,540,6.0,5,23,18,2,2,2,2,0,0,0,0,21,EL,3d214e5f
1,0,9,0.1,0,0,0,0,0,0,1,0,0,0,0,21,EL,3f2587ee
4,4,360,4.0,5,15,10,2,0,2,2,0,0,0,0,21,EL,41f0b196
6,6,540,6.0,8,25,17,0,3,3,2,1,1,0,0,21,EL,42ec696a
7,7,630,7.0,6,14,7,4,2,1,4,1,0,1,0,21,EL,47064058
5,5,450,5.0,13,34,23,1,0,4,0,0,0,0,0,21,EL,47c7a40c
1,1,90,1.0,3,5,2,0,0,1,0,0,0,0,0,21,EL,4a99131a
1,1,90,1.0,0,2,2,0,1,0,1,0,0,0,0,21,EL,4c5039bd
2,2,180,2.0,7,13,6,0,0,2,0,0,0,0,0,21,EL,4c6711e2
10,10,900,10.0,17,56,40,5,2,3,2,1,0,1,0,21,EL,4d6a842d
6,6,540,6.0,6,19,13,3,2,1,3,0,0,0,0,21,EL,53af52f3
3,3,270,3.0,5,12,8,1,1,1,1,3,3,0,0,21,EL,53d93280
6,6,540,6.0,12,34,22,1,1,4,0,1,1,0,0,21,EL,54bb5c3f
1,1,90,1.0,3,4,1,0,0,1,0,1,1,0,0,21,EL,55b93ae0
5,5,450,5.0,16,37,21,0,0,5,0,2,1,1,0,21,EL,55bd7d45
3,3,270,3.0,10,21,10,0,1,2,0,1,0,1,0,21,EL,56901a62
11,11,1020,11.3,8,45,36,6,2,3,6,2,1,1,0,21,EL,58f077c0
5,5,450,5.0,10,32,22,0,1,4,0,3,3,0,0,21,EL,595ccab1
8,8,720,8.0,7,36,30,3,4,1,3,2,2,0,0,21,EL,5e8936be
6,6,539,6.0,8,23,16,1,2,3,2,1,1,0,0,21,EL,60a6fe9c
13,13,1200,13.3,9,28,19,10,3,0,6,1,1,0,0,21,EL,625c144a
1,1,90,1.0,0,1,1,0,1,0,1,0,0,0,0,21,EL,67669ce7
1,0,1,0.0,2,2,0,0,0,0,0,1,1,0,0,21,EL,6a73afe7
2,2,166,1.8,4,13,9,0,0,2,0,1,1,0,0,21,EL,6ca0b04a
2,1,104,1.2,7,11,4,0,0,1,0,3,3,0,0,21,EL,6ce46a59
3,3,270,3.0,9,23,14,0,0,3,0,1,1,0,0,21,EL,6fe2aba3
6,6,540,6.0,12,19,8,3,1,2,1,3,3,0,0,21,EL,6fe5c35b
5,5,450,5.0,12,32,20,1,0,4,0,1,1,0,0,21,EL,705f5269
4,4,360,4.0,9,18,10,1,0,3,1,0,0,0,0,21,EL,731bf16a
6,6,540,6.0,14,32,18,1,1,4,0,5,5,0,0,21,EL,79c536d7
5,5,480,5.3,6,22,17,3,1,1,2,1,1,0,0,21,EL,7ba6d84e
5,5,450,5.0,3,12,9,4,0,1,2,0,0,0,0,21,EL,7f40333d
3,3,270,3.0,2,13,10,1,2,0,1,1,0,1,0,21,EL,82b1198a
1,1,90,1.0,0,0,0,1,0,0,1,0,0,0,0,21,EL,864c362f
5,5,450,5.0,15,29,14,1,0,4,1,0,0,0,0,21,EL,8a2248b4
1,1,90,1.0,3,9,6,0,0,1,0,0,0,0,0,21,EL,8b3d765f
3,3,270,3.0,8,17,9,0,0,3,0,1,0,0,1,21,EL,8f1d4155
4,4,390,4.3,5,14,9,2,0,2,1,1,1,0,0,21,EL,8f62b6ee
4,4,360,4.0,3,7,4,4,0,0,2,0,0,0,0,21,EL,8fa8f8d2
4,4,360,4.0,7,21,14,2,0,2,1,0,0,0,0,21,EL,903b6e8b
1,0,26,0.3,0,0,0,0,0,0,1,0,0,0,0,21,EL,913329c8
3,3,270,3.0,6,14,8,1,0,2,1,0,0,0,0,21,EL,9321b8ed
6,6,540,6.0,14,30,16,1,0,5,0,1,1,0,0,21,EL,93b95f72
1,1,90,1.0,4,11,7,0,0,1,0,0,0,0,0,21,EL,93db8be8
5,5,450,5.0,5,14,9,3,0,2,1,0,0,0,0,21,EL,9413b19f
1,1,90,1.0,1,3,2,0,0,1,0,0,0,0,0,21,EL,950ff24d
1,1,90,1.0,0,2,2,1,0,0,1,0,0,0,0,21,EL,9f0ea33f
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,21,EL,a469d983
3,3,270,3.0,4,17,13,2,0,1,0,0,0,0,0,21,EL,a9a3b55d
5,5,450,5.0,8,18,9,4,0,1,0,0,0,0,0,21,EL,ad3389d5
6,6,540,6.0,7,26,19,1,2,3,2,1,1,0,0,21,EL,afff46e6
2,2,180,2.0,0,4,4,2,0,0,2,0,0,0,0,21,EL,b056e3da
1,1,90,1.0,1,5,4,0,0,1,0,0,0,0,0,21,EL,b3de00a7
1,1,90,1.0,3,3,0,0,0,1,0,0,0,0,0,21,EL,b4a98bb4
2,2,180,2.0,7,9,2,0,0,2,0,0,0,0,0,21,EL,c2e41cfb
1,1,90,1.0,1,4,3,1,0,0,0,0,0,0,0,21,EL,c41f7379
1,1,90,1.0,0,1,1,0,1,0,1,0,0,0,0,21,EL,c585302b
5,5,450,5.0,7,21,14,1,2,2,1,2,2,0,0,21,EL,c7b13c29
6,6,531,5.9,4,16,12,5,1,0,3,0,0,0,0,21,EL,cb4f24c6
6,6,540,6.0,12,38,28,1,1,4,0,1,1,0,0,21,EL,cd4959d1
1,1,90,1.0,2,5,3,0,0,1,0,0,0,0,0,21,EL,cd7dade5
